Text
"bro for fire crackers thirty shots- seven hundred sixty shots- one thousand, three hundred and fifty one hundred shots -1950 ramesh: 918105003237 the national stores, udupi"
looks good . we'll go there abhi
. and are we doing the  flag  ? :p
bro i left toh i won't be able to make now
damn sober don't have a flag ? . bro you called ?
you're coming to eott na . at 9 . sidhant's bday
chalo nine done
