Text
"bro. score 0.5t. you me maaz will spilt kal hi
"
"cool
"
"whats the scene
"
"ill come there in a bit
"
"cool
"
"get down nine billion, one hundred and sixty-seven million, five hundred and thirty-three thousand, one hundred and seventy-nine bhavya this guy is shreyanshs friend, hell meet you at puneet wines near wadala station. call him before going and tell him that shreyas gave you his number and you want a gram
"
"bro is it fine if i get the crumbs? we'll get more quantity but it'll be thoda hard for you to give your friend coming?
"
"yes in fifteen mins
"
"get some box come straight from albert, not stairs bro come fast
"
"im under monils building waiting for him where are you ?
"
"albert lane
"
"coming
"
"where are you when is your flight
"
"sunday bro
"
"okay so just an early farewell i guess but anyway
"
"thank you so much bro, really needed this. ill really miss you
"
":d
"
"sab mast chal raha bro i have an assignment with arduino board can you help ?
"
"i don't code arduino but tell i'll juggad
"
"cool ill message you on monday because ill be doing the project on monday
"
"just send the problem statement
"
"ill call you actually
"
"or something
"
"its not a problem we had to make a prototype so need to code that
"
"what does the prototype do farhan!! code aise kaise likhe lol
"
"bro coding to ho gaya how to make an interactive app prototype
"
"user interface? bro you want the interface on your local computer only right? you don't need to host it on the internet right? for his this https:www.allaboutcircuits.comprojectsusing-an-arduino-as-a-web-server so in this, you just have to change the html part to display the buttons and text fields you want to
"
"i just need to show how my app will look
"
"you don't have to show it work? like demo?
"
"no just the design
"
"oh like that wait let me ask my friend try the app figma it's for design only
"
"cool thanks bro
"
